x,y,z,block,state,phase
2,74,10,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,10,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,11,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,11,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,12,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,12,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,0,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,0,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,1,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,1,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,2,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,2,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,3,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,3,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,4,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,4,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,5,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,5,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,6,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,6,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,7,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,7,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,8,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,8,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,9,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,9,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,10,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,10,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,11,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,11,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
3,75,12,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
13,75,12,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,0,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,0,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,1,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,1,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,2,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,2,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,3,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,3,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,4,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,4,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,5,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,5,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,6,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,6,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,7,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,7,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,8,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,8,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,9,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,9,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,10,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,10,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,11,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,11,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
4,76,12,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
12,76,12,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
8,77,0,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,1,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,2,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,3,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,4,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,5,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,6,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,7,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,8,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,9,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,10,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,11,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
8,77,12,minecraft:spruce_stairs,"{""facing"":""north"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof ridge"
